language,number,constructions
artificial_language_g0_59,3,3
artificial_language_g0_59,4,4
artificial_language_g0_59,5,5
artificial_language_g0_59,6,6
artificial_language_g0_59,7,7
artificial_language_g0_59,8,8
artificial_language_g0_59,9,9
artificial_language_g0_59,10,10
artificial_language_g0_59,11,11
artificial_language_g0_59,12,12
artificial_language_g0_59,13,13
artificial_language_g0_59,14,14
artificial_language_g0_59,15,15
artificial_language_g0_59,16,16
artificial_language_g0_59,17,17
artificial_language_g0_59,18,18
artificial_language_g0_59,19,19
artificial_language_g0_59,20,20
artificial_language_g0_59,21,21
artificial_language_g0_59,22,22
artificial_language_g0_59,23,23
artificial_language_g0_59,24,24
artificial_language_g0_59,25,25
artificial_language_g0_59,26,26
artificial_language_g0_59,27,27
artificial_language_g0_59,28,(27 + 1)
artificial_language_g0_59,29,29
artificial_language_g0_59,30,(27 + 3)
artificial_language_g0_59,31,31
artificial_language_g0_59,32,32
artificial_language_g0_59,33,(27 + 6)
artificial_language_g0_59,34,34
artificial_language_g0_59,35,(27 + 8)
artificial_language_g0_59,36,(27 + 9)
artificial_language_g0_59,37,(27 + 10)
artificial_language_g0_59,38,(27 + 11)
artificial_language_g0_59,39,(27 + 12)
artificial_language_g0_59,40,(27 + 13)
artificial_language_g0_59,41,(27 + 14)
artificial_language_g0_59,42,42
artificial_language_g0_59,43,(42 + 1)
artificial_language_g0_59,44,(42 + 2)
artificial_language_g0_59,45,(42 + 3)
artificial_language_g0_59,46,46
artificial_language_g0_59,47,47
artificial_language_g0_59,48,48
artificial_language_g0_59,49,49
artificial_language_g0_59,50,(49 + 1)
artificial_language_g0_59,51,(49 + 2)
artificial_language_g0_59,52,(49 + 3)
artificial_language_g0_59,53,53
artificial_language_g0_59,54,(53 + 1)
artificial_language_g0_59,55,(53 + 2)
artificial_language_g0_59,56,56
artificial_language_g0_59,57,(56 + 1)
artificial_language_g0_59,58,(56 + 2)
artificial_language_g0_59,59,59
artificial_language_g0_59,60,60
artificial_language_g0_59,61,61
artificial_language_g0_59,62,(61 + 1)
artificial_language_g0_59,63,(61 + 2)
artificial_language_g0_59,64,64
artificial_language_g0_59,65,(64 + 1)
artificial_language_g0_59,66,(64 + 2)
artificial_language_g0_59,67,67
artificial_language_g0_59,68,68
artificial_language_g0_59,69,69
artificial_language_g0_59,70,(64 + 6)
artificial_language_g0_59,71,(64 + 7)
artificial_language_g0_59,72,(64 + 8)
artificial_language_g0_59,73,73
artificial_language_g0_59,74,74
artificial_language_g0_59,75,75
artificial_language_g0_59,76,76
artificial_language_g0_59,77,(64 + 13)
artificial_language_g0_59,78,(64 + 14)
artificial_language_g0_59,79,(64 + 15)
artificial_language_g0_59,80,80
artificial_language_g0_59,81,(64 + 17)
artificial_language_g0_59,82,82
artificial_language_g0_59,83,(64 + 19)
artificial_language_g0_59,84,84
artificial_language_g0_59,85,(64 + 21)
artificial_language_g0_59,86,(64 + 22)
artificial_language_g0_59,87,87
artificial_language_g0_59,88,88
artificial_language_g0_59,89,(88 + 1)
artificial_language_g0_59,90,90
artificial_language_g0_59,91,91
artificial_language_g0_59,92,(90 + 2)
artificial_language_g0_59,93,93
artificial_language_g0_59,94,94
artificial_language_g0_59,95,95
artificial_language_g0_59,96,96
artificial_language_g0_59,97,97
artificial_language_g0_59,98,(97 + 1)
artificial_language_g0_59,99,99
artificial_language_g0_60,1,1
artificial_language_g0_60,2,2
artificial_language_g0_60,3,3
artificial_language_g0_60,4,4
artificial_language_g0_60,5,5
artificial_language_g0_60,6,6
artificial_language_g0_60,7,7
artificial_language_g0_60,8,8
artificial_language_g0_60,9,9
artificial_language_g0_60,10,10
artificial_language_g0_60,11,11
artificial_language_g0_60,12,12
artificial_language_g0_60,13,13
artificial_language_g0_60,14,14
artificial_language_g0_60,15,15
artificial_language_g0_60,16,16
artificial_language_g0_60,17,17
artificial_language_g0_60,18,18
artificial_language_g0_60,19,19
artificial_language_g0_60,20,20
artificial_language_g0_60,21,21
artificial_language_g0_60,22,22
artificial_language_g0_60,23,23
artificial_language_g0_60,24,24
artificial_language_g0_60,25,25
artificial_language_g0_60,26,26
artificial_language_g0_60,27,27
artificial_language_g0_60,28,28
artificial_language_g0_60,29,29
artificial_language_g0_60,30,30
artificial_language_g0_60,31,31
artificial_language_g0_60,32,32
artificial_language_g0_60,33,33
artificial_language_g0_60,34,34
artificial_language_g0_60,35,35
artificial_language_g0_60,36,36
artificial_language_g0_60,37,37
artificial_language_g0_60,38,38
artificial_language_g0_60,39,39
artificial_language_g0_60,40,40
artificial_language_g0_60,41,41
artificial_language_g0_60,42,42
artificial_language_g0_60,43,43
artificial_language_g0_60,44,44
artificial_language_g0_60,45,45
artificial_language_g0_60,46,46
artificial_language_g0_60,47,47
artificial_language_g0_60,48,48
artificial_language_g0_60,49,49
artificial_language_g0_60,50,50
artificial_language_g0_60,51,51
artificial_language_g0_60,52,52
artificial_language_g0_60,53,53
artificial_language_g0_60,54,54
artificial_language_g0_60,55,55
artificial_language_g0_60,56,56
artificial_language_g0_60,57,57
artificial_language_g0_60,58,58
artificial_language_g0_60,59,59
artificial_language_g0_60,60,(1 * 60)
artificial_language_g0_60,61,61
artificial_language_g0_60,62,((1 * 60) + 2)
artificial_language_g0_60,63,((1 * 60) + 3)
artificial_language_g0_60,64,((1 * 60) + 4)
artificial_language_g0_60,65,((1 * 60) + 5)
artificial_language_g0_60,66,((1 * 60) + 6)
artificial_language_g0_60,67,((1 * 60) + 7)
artificial_language_g0_60,68,((1 * 60) + 8)
artificial_language_g0_60,69,((1 * 60) + 9)
artificial_language_g0_60,70,((1 * 60) + 10)
artificial_language_g0_60,71,((1 * 60) + 11)
artificial_language_g0_60,72,((1 * 60) + 12)
artificial_language_g0_60,73,73
artificial_language_g0_60,74,((1 * 60) + 14)
artificial_language_g0_60,75,((1 * 60) + 15)
artificial_language_g0_60,76,((1 * 60) + 16)
artificial_language_g0_60,77,((1 * 60) + 17)
artificial_language_g0_60,78,((1 * 60) + 18)
artificial_language_g0_60,79,((1 * 60) + 19)
artificial_language_g0_60,80,((1 * 60) + 20)
artificial_language_g0_60,81,((1 * 60) + 21)
artificial_language_g0_60,82,((1 * 60) + 22)
artificial_language_g0_60,83,83
artificial_language_g0_60,84,((1 * 60) + 24)
artificial_language_g0_60,85,((1 * 60) + 25)
artificial_language_g0_60,86,((1 * 60) + 26)
artificial_language_g0_60,87,((1 * 60) + 27)
artificial_language_g0_60,88,((1 * 60) + 28)
artificial_language_g0_60,89,((1 * 60) + 29)
artificial_language_g0_60,90,90
artificial_language_g0_60,91,((1 * 60) + 31)
artificial_language_g0_60,92,((1 * 60) + 32)
artificial_language_g0_60,93,((1 * 60) + 33)
artificial_language_g0_60,94,((1 * 60) + 34)
artificial_language_g0_60,95,((1 * 60) + 35)
artificial_language_g0_60,96,((1 * 60) + 36)
artificial_language_g0_60,97,((1 * 60) + 37)
artificial_language_g0_60,98,((1 * 60) + 38)
artificial_language_g0_60,99,((1 * 60) + 39)
artificial_language_g0_61,1,1
artificial_language_g0_61,2,2
artificial_language_g0_61,3,3
artificial_language_g0_61,4,4
artificial_language_g0_61,5,5
artificial_language_g0_61,6,6
artificial_language_g0_61,7,7
artificial_language_g0_61,8,8
artificial_language_g0_61,9,9
artificial_language_g0_61,10,10
artificial_language_g0_61,11,11
artificial_language_g0_61,12,12
artificial_language_g0_61,13,13
artificial_language_g0_61,14,14
artificial_language_g0_61,15,15
artificial_language_g0_61,16,16
artificial_language_g0_61,17,17
artificial_language_g0_61,18,18
artificial_language_g0_61,19,19
artificial_language_g0_61,20,20
artificial_language_g0_61,21,21
artificial_language_g0_61,22,22
artificial_language_g0_61,23,23
artificial_language_g0_61,24,24
artificial_language_g0_61,25,25
artificial_language_g0_61,26,26
artificial_language_g0_61,27,27
artificial_language_g0_61,28,28
artificial_language_g0_61,29,29
artificial_language_g0_61,30,30
artificial_language_g0_61,31,31
artificial_language_g0_61,32,32
artificial_language_g0_61,33,33
artificial_language_g0_61,34,34
artificial_language_g0_61,35,35
artificial_language_g0_61,36,36
artificial_language_g0_61,37,37
artificial_language_g0_61,38,38
artificial_language_g0_61,39,39
artificial_language_g0_61,40,40
artificial_language_g0_61,41,41
artificial_language_g0_61,42,42
artificial_language_g0_61,43,43
artificial_language_g0_61,44,44
artificial_language_g0_61,45,45
artificial_language_g0_61,46,46
artificial_language_g0_61,47,47
artificial_language_g0_61,48,48
artificial_language_g0_61,49,49
artificial_language_g0_61,50,50
artificial_language_g0_61,51,51
artificial_language_g0_61,52,52
artificial_language_g0_61,53,53
artificial_language_g0_61,54,54
artificial_language_g0_61,55,55
artificial_language_g0_61,56,56
artificial_language_g0_61,57,57
artificial_language_g0_61,58,58
artificial_language_g0_61,59,59
artificial_language_g0_61,60,60
artificial_language_g0_61,61,61
artificial_language_g0_61,62,62
artificial_language_g0_61,63,63
artificial_language_g0_61,64,64
artificial_language_g0_61,65,65
artificial_language_g0_61,66,66
artificial_language_g0_61,67,67
artificial_language_g0_61,68,(66 + 2)
artificial_language_g0_61,69,(66 + 3)
artificial_language_g0_61,70,(66 + 4)
artificial_language_g0_61,71,71
artificial_language_g0_61,72,(66 + 6)
artificial_language_g0_61,73,73
artificial_language_g0_61,74,(66 + 8)
artificial_language_g0_61,75,75
artificial_language_g0_61,76,76
artificial_language_g0_61,77,(66 + 11)
artificial_language_g0_61,78,(66 + 12)
artificial_language_g0_61,79,(66 + 13)
artificial_language_g0_61,80,80
artificial_language_g0_61,81,(66 + 15)
artificial_language_g0_61,82,82
artificial_language_g0_61,83,83
artificial_language_g0_61,84,(66 + 18)
artificial_language_g0_61,85,(66 + 19)
artificial_language_g0_61,86,(66 + 20)
artificial_language_g0_61,87,(66 + 21)
artificial_language_g0_61,88,88
artificial_language_g0_61,89,89
artificial_language_g0_61,90,90
artificial_language_g0_61,91,(66 + 25)
artificial_language_g0_61,92,92
artificial_language_g0_61,93,(66 + 27)
artificial_language_g0_61,94,(66 + 28)
artificial_language_g0_61,95,95
artificial_language_g0_61,96,(66 + 30)
artificial_language_g0_61,97,(66 + 31)
artificial_language_g0_61,98,(66 + 32)
artificial_language_g0_61,99,99
artificial_language_g0_62,1,1
artificial_language_g0_62,2,2
artificial_language_g0_62,3,3
artificial_language_g0_62,4,4
artificial_language_g0_62,5,5
artificial_language_g0_62,6,6
artificial_language_g0_62,7,7
artificial_language_g0_62,8,8
artificial_language_g0_62,9,9
artificial_language_g0_62,10,10
artificial_language_g0_62,11,11
artificial_language_g0_62,12,12
artificial_language_g0_62,13,13
artificial_language_g0_62,14,14
artificial_language_g0_62,15,15
artificial_language_g0_62,16,16
artificial_language_g0_62,17,17
artificial_language_g0_62,18,18
artificial_language_g0_62,19,19
artificial_language_g0_62,20,20
artificial_language_g0_62,21,21
artificial_language_g0_62,22,22
artificial_language_g0_62,23,23
artificial_language_g0_62,24,24
artificial_language_g0_62,25,25
artificial_language_g0_62,26,26
artificial_language_g0_62,27,27
artificial_language_g0_62,28,28
artificial_language_g0_62,29,29
artificial_language_g0_62,30,30
artificial_language_g0_62,31,31
artificial_language_g0_62,32,32
artificial_language_g0_62,33,33
artificial_language_g0_62,34,(1 * 34)
artificial_language_g0_62,35,35
artificial_language_g0_62,36,36
artificial_language_g0_62,37,37
artificial_language_g0_62,38,38
artificial_language_g0_62,39,39
artificial_language_g0_62,40,((1 * 34) + 6)
artificial_language_g0_62,41,41
artificial_language_g0_62,42,42
artificial_language_g0_62,43,(1 * 43)
artificial_language_g0_62,44,44
artificial_language_g0_62,45,(1 * 45)
artificial_language_g0_62,46,46
artificial_language_g0_62,47,47
artificial_language_g0_62,48,48
artificial_language_g0_62,49,49
artificial_language_g0_62,50,50
artificial_language_g0_62,51,((1 * 45) + 6)
artificial_language_g0_62,52,52
artificial_language_g0_62,53,53
artificial_language_g0_62,54,54
artificial_language_g0_62,55,55
artificial_language_g0_62,56,56
artificial_language_g0_62,57,57
artificial_language_g0_62,58,(1 * 58)
artificial_language_g0_62,59,59
artificial_language_g0_62,60,60
artificial_language_g0_62,61,((1 * 58) + 3)
artificial_language_g0_62,62,62
artificial_language_g0_62,63,63
artificial_language_g0_62,64,64
artificial_language_g0_62,65,(1 * 65)
artificial_language_g0_62,66,(1 * 66)
artificial_language_g0_62,67,67
artificial_language_g0_62,68,68
artificial_language_g0_62,69,69
artificial_language_g0_62,70,70
artificial_language_g0_62,71,71
artificial_language_g0_62,72,72
artificial_language_g0_62,73,73
artificial_language_g0_62,74,74
artificial_language_g0_62,75,75
artificial_language_g0_62,76,76
artificial_language_g0_62,77,77
artificial_language_g0_62,78,(71 + 7)
artificial_language_g0_62,79,79
artificial_language_g0_62,80,80
artificial_language_g0_62,81,81
artificial_language_g0_62,82,82
artificial_language_g0_62,83,83
artificial_language_g0_62,84,84
artificial_language_g0_62,85,85
artificial_language_g0_62,86,(83 + 3)
artificial_language_g0_62,87,87
artificial_language_g0_62,88,88
artificial_language_g0_62,89,89
artificial_language_g0_62,90,90
artificial_language_g0_62,91,91
artificial_language_g0_62,92,92
artificial_language_g0_62,93,93
artificial_language_g0_62,94,94
artificial_language_g0_62,95,95
artificial_language_g0_62,96,96
artificial_language_g0_62,97,97
artificial_language_g0_62,98,(90 + 8)
artificial_language_g0_62,99,99
artificial_language_g0_63,1,1
artificial_language_g0_63,2,2
artificial_language_g0_63,3,3
artificial_language_g0_63,4,4
artificial_language_g0_63,5,5
artificial_language_g0_63,6,6
artificial_language_g0_63,7,7
artificial_language_g0_63,8,8
artificial_language_g0_63,9,9
artificial_language_g0_63,10,10
artificial_language_g0_63,11,11
artificial_language_g0_63,12,12
artificial_language_g0_63,13,13
artificial_language_g0_63,14,14
artificial_language_g0_63,15,15
artificial_language_g0_63,16,16
artificial_language_g0_63,17,17
artificial_language_g0_63,18,18
artificial_language_g0_63,19,19
artificial_language_g0_63,20,20
artificial_language_g0_63,21,21
artificial_language_g0_63,22,22
artificial_language_g0_63,23,23
artificial_language_g0_63,24,24
artificial_language_g0_63,25,25
artificial_language_g0_63,26,26
artificial_language_g0_63,27,(25 + 2)
artificial_language_g0_63,28,(25 + 3)
artificial_language_g0_63,29,(25 + 4)
artificial_language_g0_63,30,(25 + 5)
artificial_language_g0_63,31,(25 + 6)
artificial_language_g0_63,32,(25 + 7)
artificial_language_g0_63,33,(25 + 8)
artificial_language_g0_63,34,(50 - 16)
artificial_language_g0_63,35,(50 - 15)
artificial_language_g0_63,36,(50 - 14)
artificial_language_g0_63,37,(50 - 13)
artificial_language_g0_63,38,(50 - 12)
artificial_language_g0_63,39,(50 - 11)
artificial_language_g0_63,40,(50 - 10)
artificial_language_g0_63,41,(50 - 9)
artificial_language_g0_63,42,(50 - 8)
artificial_language_g0_63,43,(50 - 7)
artificial_language_g0_63,44,(50 - 6)
artificial_language_g0_63,45,(50 - 5)
artificial_language_g0_63,46,(50 - 4)
artificial_language_g0_63,47,(50 - 3)
artificial_language_g0_63,48,(50 - 2)
artificial_language_g0_63,49,(50 - 1)
artificial_language_g0_63,50,50
artificial_language_g0_63,51,51
artificial_language_g0_63,52,52
artificial_language_g0_63,53,53
artificial_language_g0_63,54,54
artificial_language_g0_63,55,55
artificial_language_g0_63,56,56
artificial_language_g0_63,57,(56 + 1)
artificial_language_g0_63,58,58
artificial_language_g0_63,59,59
artificial_language_g0_63,60,(59 + 1)
artificial_language_g0_63,61,61
artificial_language_g0_63,62,62
artificial_language_g0_63,63,63
artificial_language_g0_63,64,64
artificial_language_g0_63,65,65
artificial_language_g0_63,66,66
artificial_language_g0_63,67,67
artificial_language_g0_63,68,68
artificial_language_g0_63,69,69
artificial_language_g0_63,70,(69 + 1)
artificial_language_g0_63,71,71
artificial_language_g0_63,72,72
artificial_language_g0_63,73,(72 + 1)
artificial_language_g0_63,74,74
artificial_language_g0_63,75,75
artificial_language_g0_63,76,76
artificial_language_g0_63,77,77
artificial_language_g0_63,78,78
artificial_language_g0_63,79,79
artificial_language_g0_63,80,80
artificial_language_g0_63,81,81
artificial_language_g0_63,82,82
artificial_language_g0_63,83,83
artificial_language_g0_63,84,84
artificial_language_g0_63,85,85
artificial_language_g0_63,86,86
artificial_language_g0_63,87,87
artificial_language_g0_63,88,88
artificial_language_g0_63,89,89
artificial_language_g0_63,90,90
artificial_language_g0_63,91,91
artificial_language_g0_63,92,92
artificial_language_g0_63,93,93
artificial_language_g0_63,94,94
artificial_language_g0_63,95,(94 + 1)
artificial_language_g0_63,96,96
artificial_language_g0_63,97,97
artificial_language_g0_63,98,98
artificial_language_g0_63,99,ERR
artificial_language_g0_64,1,1
artificial_language_g0_64,2,2
artificial_language_g0_64,3,3
artificial_language_g0_64,4,4
artificial_language_g0_64,5,5
artificial_language_g0_64,6,6
artificial_language_g0_64,7,7
artificial_language_g0_64,8,8
artificial_language_g0_64,9,9
artificial_language_g0_64,10,10
artificial_language_g0_64,11,11
artificial_language_g0_64,12,12
artificial_language_g0_64,13,13
artificial_language_g0_64,14,14
artificial_language_g0_64,15,15
artificial_language_g0_64,16,16
artificial_language_g0_64,17,17
artificial_language_g0_64,18,18
artificial_language_g0_64,19,19
artificial_language_g0_64,20,20
artificial_language_g0_64,21,21
artificial_language_g0_64,22,22
artificial_language_g0_64,23,23
artificial_language_g0_64,24,24
artificial_language_g0_64,25,25
artificial_language_g0_64,26,26
artificial_language_g0_64,27,27
artificial_language_g0_64,28,28
artificial_language_g0_64,29,29
artificial_language_g0_64,30,30
artificial_language_g0_64,31,31
artificial_language_g0_64,32,32
artificial_language_g0_64,33,33
artificial_language_g0_64,34,34
artificial_language_g0_64,35,35
artificial_language_g0_64,36,36
artificial_language_g0_64,37,37
artificial_language_g0_64,38,38
artificial_language_g0_64,39,39
artificial_language_g0_64,40,40
artificial_language_g0_64,41,41
artificial_language_g0_64,42,42
artificial_language_g0_64,43,43
artificial_language_g0_64,44,44
artificial_language_g0_64,45,45
artificial_language_g0_64,46,46
artificial_language_g0_64,47,47
artificial_language_g0_64,48,48
artificial_language_g0_64,49,49
artificial_language_g0_64,50,50
artificial_language_g0_64,51,51
artificial_language_g0_64,52,52
artificial_language_g0_64,53,53
artificial_language_g0_64,54,54
artificial_language_g0_64,55,55
artificial_language_g0_64,56,56
artificial_language_g0_64,57,57
artificial_language_g0_64,58,58
artificial_language_g0_64,59,59
artificial_language_g0_64,60,60
artificial_language_g0_64,61,61
artificial_language_g0_64,62,62
artificial_language_g0_64,63,63
artificial_language_g0_64,64,64
artificial_language_g0_64,65,65
artificial_language_g0_64,66,66
artificial_language_g0_64,67,67
artificial_language_g0_64,68,68
artificial_language_g0_64,69,69
artificial_language_g0_64,70,70
artificial_language_g0_64,71,71
artificial_language_g0_64,72,72
artificial_language_g0_64,73,73
artificial_language_g0_64,74,74
artificial_language_g0_64,75,(1 * 75)
artificial_language_g0_64,76,((1 * 75) + 1)
artificial_language_g0_64,77,77
artificial_language_g0_64,78,78
artificial_language_g0_64,79,79
artificial_language_g0_64,80,((1 * 75) + 5)
artificial_language_g0_64,81,((1 * 75) + 6)
artificial_language_g0_64,82,82
artificial_language_g0_64,83,83
artificial_language_g0_64,84,84
artificial_language_g0_64,85,85
artificial_language_g0_64,86,86
artificial_language_g0_64,87,87
artificial_language_g0_64,88,88
artificial_language_g0_64,89,89
artificial_language_g0_64,90,((1 * 75) + 15)
artificial_language_g0_64,91,((1 * 75) + 16)
artificial_language_g0_64,92,92
artificial_language_g0_64,93,93
artificial_language_g0_64,94,94
artificial_language_g0_64,95,ERR
artificial_language_g0_64,96,ERR
artificial_language_g0_64,97,ERR
artificial_language_g0_64,98,ERR
artificial_language_g0_64,99,99
artificial_language_g0_65,1,1
artificial_language_g0_65,2,2
artificial_language_g0_65,3,3
artificial_language_g0_65,4,4
artificial_language_g0_65,5,5
artificial_language_g0_65,6,6
artificial_language_g0_65,7,7
artificial_language_g0_65,8,8
artificial_language_g0_65,9,9
artificial_language_g0_65,10,10
artificial_language_g0_65,11,11
artificial_language_g0_65,12,12
artificial_language_g0_65,13,13
artificial_language_g0_65,14,14
artificial_language_g0_65,15,15
artificial_language_g0_65,16,16
artificial_language_g0_65,17,17
artificial_language_g0_65,18,18
artificial_language_g0_65,19,19
artificial_language_g0_65,20,20
artificial_language_g0_65,21,21
artificial_language_g0_65,22,22
artificial_language_g0_65,23,23
artificial_language_g0_65,24,24
artificial_language_g0_65,25,25
artificial_language_g0_65,26,26
artificial_language_g0_65,27,27
artificial_language_g0_65,28,28
artificial_language_g0_65,29,29
artificial_language_g0_65,30,30
artificial_language_g0_65,31,31
artificial_language_g0_65,32,32
artificial_language_g0_65,33,33
artificial_language_g0_65,34,34
artificial_language_g0_65,35,35
artificial_language_g0_65,36,36
artificial_language_g0_65,37,37
artificial_language_g0_65,38,38
artificial_language_g0_65,39,39
artificial_language_g0_65,40,40
artificial_language_g0_65,41,41
artificial_language_g0_65,42,42
artificial_language_g0_65,43,43
artificial_language_g0_65,44,44
artificial_language_g0_65,45,45
artificial_language_g0_65,46,46
artificial_language_g0_65,47,47
artificial_language_g0_65,48,48
artificial_language_g0_65,49,49
artificial_language_g0_65,50,50
artificial_language_g0_65,51,51
artificial_language_g0_65,52,52
artificial_language_g0_65,53,53
artificial_language_g0_65,54,54
artificial_language_g0_65,55,55
artificial_language_g0_65,56,56
artificial_language_g0_65,57,57
artificial_language_g0_65,58,58
artificial_language_g0_65,59,59
artificial_language_g0_65,60,60
artificial_language_g0_65,61,61
artificial_language_g0_65,62,62
artificial_language_g0_65,63,63
artificial_language_g0_65,64,64
artificial_language_g0_65,65,65
artificial_language_g0_65,66,66
artificial_language_g0_65,67,67
artificial_language_g0_65,68,68
artificial_language_g0_65,69,69
artificial_language_g0_65,70,70
artificial_language_g0_65,71,71
artificial_language_g0_65,72,72
artificial_language_g0_65,73,73
artificial_language_g0_65,74,74
artificial_language_g0_65,75,75
artificial_language_g0_65,76,76
artificial_language_g0_65,77,77
artificial_language_g0_65,78,78
artificial_language_g0_65,79,79
artificial_language_g0_65,80,80
artificial_language_g0_65,81,81
artificial_language_g0_65,82,82
artificial_language_g0_65,83,83
artificial_language_g0_65,84,(72 + 12)
artificial_language_g0_65,85,85
artificial_language_g0_65,86,86
artificial_language_g0_65,87,87
artificial_language_g0_65,88,88
artificial_language_g0_65,89,89
artificial_language_g0_65,90,90
artificial_language_g0_65,91,91
artificial_language_g0_65,92,(72 + 20)
artificial_language_g0_65,93,93
artificial_language_g0_65,94,94
artificial_language_g0_65,95,95
artificial_language_g0_65,96,96
artificial_language_g0_65,97,97
artificial_language_g0_65,98,98
artificial_language_g0_65,99,(72 + 27)
artificial_language_g0_66,1,1
artificial_language_g0_66,2,2
artificial_language_g0_66,3,3
artificial_language_g0_66,4,4
artificial_language_g0_66,5,5
artificial_language_g0_66,6,6
artificial_language_g0_66,7,7
artificial_language_g0_66,8,8
artificial_language_g0_66,9,9
artificial_language_g0_66,10,10
artificial_language_g0_66,11,11
artificial_language_g0_66,12,(1 * 12)
artificial_language_g0_66,13,((1 * 12) + 1)
artificial_language_g0_66,14,((1 * 12) + 2)
artificial_language_g0_66,15,((1 * 12) + 3)
artificial_language_g0_66,16,((1 * 12) + 4)
artificial_language_g0_66,17,((1 * 12) + 5)
artificial_language_g0_66,18,((1 * 12) + 6)
artificial_language_g0_66,19,((1 * 12) + 7)
artificial_language_g0_66,20,((1 * 12) + 8)
artificial_language_g0_66,21,(24 - 3)
artificial_language_g0_66,22,(24 - 2)
artificial_language_g0_66,23,(24 - 1)
artificial_language_g0_66,24,(1 * 24)
artificial_language_g0_66,25,(1 * 25)
artificial_language_g0_66,26,(1 * 26)
artificial_language_g0_66,27,(1 * 27)
artificial_language_g0_66,28,28
artificial_language_g0_66,29,(1 * 29)
artificial_language_g0_66,30,(1 * 30)
artificial_language_g0_66,31,(1 * 31)
artificial_language_g0_66,32,(1 * 32)
artificial_language_g0_66,33,(1 * 33)
artificial_language_g0_66,34,(1 * 34)
artificial_language_g0_66,35,(1 * 35)
artificial_language_g0_66,36,(1 * 36)
artificial_language_g0_66,37,(1 * 37)
artificial_language_g0_66,38,(1 * 38)
artificial_language_g0_66,39,((1 * 38) + 1)
artificial_language_g0_66,40,(1 * 40)
artificial_language_g0_66,41,(1 * 41)
artificial_language_g0_66,42,(1 * 42)
artificial_language_g0_66,43,(1 * 43)
artificial_language_g0_66,44,(1 * 44)
artificial_language_g0_66,45,((1 * 44) + 1)
artificial_language_g0_66,46,(1 * 46)
artificial_language_g0_66,47,(1 * 47)
artificial_language_g0_66,48,48
artificial_language_g0_66,49,(1 * 49)
artificial_language_g0_66,50,((1 * 49) + 1)
artificial_language_g0_66,51,(1 * 51)
artificial_language_g0_66,52,(1 * 52)
artificial_language_g0_66,53,(1 * 53)
artificial_language_g0_66,54,(1 * 54)
artificial_language_g0_66,55,(1 * 55)
artificial_language_g0_66,56,(1 * 56)
artificial_language_g0_66,57,(1 * 57)
artificial_language_g0_66,58,(1 * 58)
artificial_language_g0_66,59,(1 * 59)
artificial_language_g0_66,60,(1 * 60)
artificial_language_g0_66,61,(1 * 61)
artificial_language_g0_66,62,(1 * 62)
artificial_language_g0_66,63,(1 * 63)
artificial_language_g0_66,64,(1 * 64)
artificial_language_g0_66,65,(1 * 65)
artificial_language_g0_66,66,(1 * 66)
artificial_language_g0_66,67,(1 * 67)
artificial_language_g0_66,68,(1 * 68)
artificial_language_g0_66,69,(1 * 69)
artificial_language_g0_66,70,(1 * 70)
artificial_language_g0_66,71,(1 * 71)
artificial_language_g0_66,72,(1 * 72)
artificial_language_g0_66,73,(1 * 73)
artificial_language_g0_66,74,(1 * 74)
artificial_language_g0_66,75,(1 * 75)
artificial_language_g0_66,76,(1 * 76)
artificial_language_g0_66,77,(1 * 77)
artificial_language_g0_66,78,(1 * 78)
artificial_language_g0_66,79,(1 * 79)
artificial_language_g0_66,80,(1 * 80)
artificial_language_g0_66,81,(1 * 81)
artificial_language_g0_66,82,(1 * 82)
artificial_language_g0_66,83,(1 * 83)
artificial_language_g0_66,84,(1 * 84)
artificial_language_g0_66,85,(1 * 85)
artificial_language_g0_66,86,(1 * 86)
artificial_language_g0_66,87,(1 * 87)
artificial_language_g0_66,88,88
artificial_language_g0_66,89,89
artificial_language_g0_66,90,90
artificial_language_g0_66,91,91
artificial_language_g0_66,92,92
artificial_language_g0_66,93,93
artificial_language_g0_66,94,94
artificial_language_g0_66,95,95
artificial_language_g0_66,96,96
artificial_language_g0_66,97,97
artificial_language_g0_66,98,98
artificial_language_g0_66,99,ERR
artificial_language_g0_67,1,1
artificial_language_g0_67,2,2
artificial_language_g0_67,3,3
artificial_language_g0_67,4,4
artificial_language_g0_67,5,5
artificial_language_g0_67,6,6
artificial_language_g0_67,7,7
artificial_language_g0_67,8,8
artificial_language_g0_67,9,9
artificial_language_g0_67,10,10
artificial_language_g0_67,11,11
artificial_language_g0_67,12,12
artificial_language_g0_67,13,13
artificial_language_g0_67,14,14
artificial_language_g0_67,15,15
artificial_language_g0_67,16,16
artificial_language_g0_67,17,17
artificial_language_g0_67,18,18
artificial_language_g0_67,19,19
artificial_language_g0_67,20,20
artificial_language_g0_67,21,21
artificial_language_g0_67,22,22
artificial_language_g0_67,23,23
artificial_language_g0_67,24,24
artificial_language_g0_67,25,25
artificial_language_g0_67,26,26
artificial_language_g0_67,27,27
artificial_language_g0_67,28,28
artificial_language_g0_67,29,29
artificial_language_g0_67,30,30
artificial_language_g0_67,31,31
artificial_language_g0_67,32,32
artificial_language_g0_67,33,33
artificial_language_g0_67,34,34
artificial_language_g0_67,35,35
artificial_language_g0_67,36,36
artificial_language_g0_67,37,37
artificial_language_g0_67,38,38
artificial_language_g0_67,39,39
artificial_language_g0_67,40,40
artificial_language_g0_67,41,41
